Record ID,Gplus_URL,Location_Name,Address_Or_Intersection,City,State_Or_Province,ZIP_Or_Postal_Code,Country,Address2,Business_Phone,Fax,Cell_Phone,IPhone_And_Access,Wireless_Phones_Access,PAYGO_Phones_Access,PAYGO_Cards,Wireless_Products_Access,Messaging_Paging_Access,Internet_Service,Cable_TV,Digital_TV,Ignite_TV,Ignite_bundle_changes,Ignite_demo,RV_Sales_Rentals,MyHome_Advantage,Cellular_Repair,Phone_Upgrades,Car_Phone_Installation,Wireless_Accepts_CC_Cheq,Wireless_Accepts_Cash,Cable_Accepts_CC_Cheq,Cable_Accepts_Cash,Wireless_Accepts_Credit,Cable_Accepts_Credit,Pickup_Return_Dig_Equipmt,Pickup_Exch_Int_Modem,Messaging_Paging_HW_Exch,Home_Phone_Sales,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Intersection,Movies_And_Games_For_Rent,Hi_Def_For_Sale,Hi_Def_For_Rent,Games_For_Sale,Rogers_Portable_Internet,Rogers_Video_Store,Rogers_Plus_Store,Store_Name,Business_Voice_Data,Wireless_Business,Face_To_Face,Wireless_Content_Transfer,Rocket_Stick,Netbook_wRocketMobileInt,Rocket_Hub,Rocket_Mobile_Hotspot,Ipad_Microsims,MicroSIMs,Biz_Wireless,Biz_Internet_TV,Biz_Phone,Biz_Specialist_Available,Customer_Learning_WIR,Customer_Learning_Cable,Trade_Up,Wireless_HP,Smart_Home_Monitoring,Device_tuneup,Rogers_Credit_Cards,Corporate_Store,Latitude,Longitude
13265,http://maps.google.ca/maps/place?hl=en&cid=-3438671711948684644,Rogers,"1 Bass Pro Mills Drive, Unit 126,",Concord,ON,L4K 5W4,CA,Vaughan Mills,(905) 760-8157,(905) 760-0515,,Y,Y,Y,Y,Y,N,Y,Y,Y,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM-9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,11:00AM - 7:00PM,Jane St - Rutherford Rd,N,N,N,N,Y,N,Y,Vaughan Mills,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.824305,-79.531082
13297,http://maps.google.ca/maps/place?hl=en&cid=1125616852174114299,Rogers,"705 rue Ste Catherine Ouest, Unit 214,",Montreal,QC,H3B 4G5,CA,Eaton Centre,(514) 849-5646,(514) 849-3074,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 7:00PM,11:00AM - 5:00PM,rue Ste Catherine Ouest et rue University,N,N,N,N,Y,N,Y,Montreal Eaton Centre,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,45.502871,-73.570091
13412,http://maps.google.ca/maps/place?hl=en&cid=-4338189324081490858,Rogers,"320 boul St Joseph, Unit K206,",Gatineau,QC,J8Y 3Y8,CA,Galeries de Hull,(819) 775-3687,(819) 775-3689,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,10:00AM-6:00PM,10:00AM - 6:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:00AM - 5:00PM,10:00AM - 5:00PM,boul St Joseph et boul Montclair,N,N,N,N,Y,N,Y,Galeries de Hull,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,45.44112,-75.73276
13416,http://maps.google.ca/maps/place?hl=en&cid=8470065990667453203,Rogers,"142 South Albion Street, Unit 204,",Amherst,NS,B4H 4H4,CA,Amherst Center Mall,(902) 661-2192,(902) 661-0653,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 6:00PM,12:00PM - 5:00PM,Albion St - Bob Angus Dr,N,N,N,N,N,N,N,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,45.813,-64.2029
13427,http://maps.google.ca/maps/place?hl=en&cid=992008580078329975,Rogers,"2400 Eglinton Ave W,",Toronto,ON,M6M 1S6,CA,SmartCentres Toronto (Westside),(416) 654-9092,(416) 654-8526,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,n,Y,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,Eglinton - Caledonia,N,N,N,N,Y,N,N,Westside,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.691838,-79.466246
13437,http://maps.google.ca/maps/place?hl=en&cid=-3703829888317246722,Rogers,"76 Starrs Road,",Yarmouth,NS,B5A 2T5,CA,Yarmouth Mall,(902) 742-3388,(902) 742-9862,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 6:00PM,CLOSED,Stars Road - Hardscratch Rd,N,N,N,N,N,N,N,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,43.8446,-66.1083
13490,http://maps.google.ca/maps/place?hl=en&cid=-1455206986791127841,Rogers,"2965 Gordon Road, Kiosk Z005,",Regina,SK,S4S 6H7,CA,South Land Mall,(306) 949-5397,(306) 949-5397,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,9:30AM - 6:00PM,9:30AM - 6:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 6:00PM,12:00PM - 5:00PM,Gordon Rd - Lockwood Rd,N,N,N,N,N,N,Y,Southland,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,50.40477,-104.623247
13497,http://maps.google.ca/maps/place?hl=en&cid=-3877069649971795865,Rogers,"50 Rideau St, Unit 113,",Ottawa,ON,K1N 9J7,CA,The Rideau Centre,(613) 232-4800,(613) 232-9926,,Y,Y,Y,Y,Y,N,Y,Y,Y,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 6:00PM,11:00AM - 5:00PM,Rideau St - Colonel by Dr,N,N,N,N,Y,N,Y,Rideau Centre,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,45.425898,-75.692457
14090,http://maps.google.ca/maps/place?hl=en&cid=8470994444777540856,Rogers,"971 64th Ave NE, Unit B125,",Calgary,AB,T2E 7Z4,CA,Deerfoot City,(403) 275-3500,(403) 275-5354,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:30AM - 7:00PM,11:00AM - 5:00PM,64th Av - Deerfoot Trail,N,N,N,N,Y,N,Y,Deerfoot Mall,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,51.1103,-114.041
14092,http://maps.google.ca/maps/place?hl=en&cid=7671282209857674856,Rogers,"100 Anderson Road SE, Unit 37,",Calgary,AB,T2J 3V1,CA,Southcentre Mall,(403) 225-6593,(403) 451-9064,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 8:00PM,11:00AM - 6:00PM,Macleod Trail - Anderson Rd,N,N,N,N,Y,N,Y,Southcentre Mall,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,50.950294,-114.063873
14093,https://plus.google.com/116914344866079894630/about?hl=en-US,Rogers,"137 Ave NW, Unit 293,",Edmonton,AB,T5C 3C8,CA,Londonderry Mall,(780) 476-3266,(780) 475-1913,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:30AM - 5:30PM,12:00PM - 5:00PM,66th St - 137th Ave,N,N,N,N,Y,N,Y,Londonderry Mall,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,53.602518,-113.44554
14095,http://maps.google.ca/maps/place?hl=en&cid=-3395151551867215524,Rogers,"160 82nd Ave, Unit 183,",Edmonton,AB,T6C 4E3,CA,Bonniedoon Mall,(780) 463-0864,(780) 463-4152,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 9:00PM,10:00AM -  9:00PM,10:00AM -  9:00PM,10:00AM -  9:00PM,10:00AM - 9:00PM,9:30AM - 6:00PM,12:00PM - 5:00PM,82nd Aveand 83rd St,N,N,N,N,Y,N,Y,Bonnie Doon,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,53.520115,-113.455894
14096,http://maps.google.ca/maps/place?hl=en&cid=8378683338117584223,Rogers,"4747 67th St, Unit 121,",Red Deer,AB,T4N 6H3,CA,Parkland Mall,(403) 309-3700,(403) 309-3660,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 6:00PM,11:00AM - 5:00PM,Gaetz Ave - 67th St,N,N,N,N,Y,N,Y,Red Deer Centre,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,52.2867,-113.814
14097,http://maps.google.ca/maps/place?hl=en&cid=-4396807128583139735,Rogers,"1644 Hillside Ave, Unit 23,",Victoria,BC,V8T 2C5,CA,Hillside Shopping Centre,(250) 370-4339,(250) 370-4399,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,9:30AM - 5:30PM,9:30AM - 5:30PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 5:30PM,11:00AM - 5:30PM,shelbourne stand hillside av,N,N,N,N,Y,N,Y,Hillside Mall,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,48.44522,-123.334413
14098,http://maps.google.ca/maps/place?hl=en&cid=721671404071028549,Rogers,"3147 Douglas St, Unit 226",Victoria,BC,V8Z 6E3,CA,Mayfair Shopping Centre,(250) 382-4196,(250) 382-4198,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM -  9:00PM,10:00AM -  9:00PM,10:00AM - 9:00PM,10:00AM - 6:00PM,11:00AM - 6:00PM,Douglas St andFinlayson St,N,N,N,N,Y,N,Y,Mayfair Shopping Centre,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,48.446621,-123.371506
14099,http://maps.google.ca/maps/place?hl=en&cid=-60701209232643867,Rogers,"1570 18th St, Unit 22,",Brandon,MB,R7A 5C5,CA,Brandon Mall,(204) 571-6976,(204) 571-6984,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,11:00AM - 5:00PM,18th St - Richmond Ave,N,N,N,N,N,N,Y,Shoppers Mall Brandon,N,N,N,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,49.8256,-99.9618
14104,http://maps.google.ca/maps/place?hl=en&cid=-8600529558131718566,Rogers,"300 Borough Drive, Unit 49,",Scarborough,ON,M1P 4P5,CA,Scarborough Town Centre,(416) 296-9160,(416) 296-1629,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:30AM - 9:00PM,11:00AM - 7:00PM,Borough Dr - Triton Rd,N,N,N,N,Y,N,Y,Scarborough Town Centre,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.77433,-79.25367
14105,http://maps.google.ca/maps/place?hl=en&cid=7420168781128947564,Rogers,"221 Glendale Ave, Unit 88,",St. Catharines,ON,L2T 2K9,CA,Pen Centre,(905) 984-6388,(905) 984-3217,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:00AM - 6:00PM,11:00AM - 6:00PM,Glendale Ave - Glenridge Rd,N,N,N,N,Y,N,Y,Pen Centre,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,43.13287,-79.225578
14107,http://maps.google.ca/maps/place?hl=en&cid=-5650067016884027612,Rogers,"130 King St West, Unit CW15,",Toronto,ON,M5X 1A9,CA,The Exchange Tower,(416) 603-7979,(416) 603-0404,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,9:00AM-6:00PM,9:00AM - 6:00PM,9:00AM - 6:00PM,9:00AM - 6:00PM,9:00AM - 6:00PM,CLOSED,CLOSED,King St W - Bay St,N,N,N,N,Y,N,Y,Exchange Tower,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.648308,-79.38224
14108,http://maps.google.ca/maps/place?hl=en&cid=-3226067960867767893,Rogers,"3100 Howard Ave, Unit 29,",Windsor,ON,N8X 3Y8,CA,,(519) 250-7998,(519) 250-6437,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 6:00PM,11:00AM - 6:00PM,Provincial Rd - Howard Ave,N,N,N,N,N,N,N,DEVONSHIRE MALL,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,42.273654,-83.00475
14109,http://maps.google.ca/maps/place?hl=en&cid=-7788795765169914072,Rogers,"7650 Tecumseh Rd E, Unit A1,",Windsor,ON,N8T 1E9,CA,Tecumseh Mall,(519) 974-5924,(519) 974-1707,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 6:00PM,12:00PM - 5:00PM,Lauzon - Tecumseh,N,N,N,N,Y,N,Y,Tecumseh Mall,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,42.3138,-82.9348
14110,http://maps.google.ca/maps/place?hl=en&cid=5304418109990199688,Rogers,"200 boul D'Anjou, Unit 21,",Chateauguay,QC,J6K 1C5,CA,Centre Regional Chateauguay,(450) 692-5136,(450) 692-8116,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,10:00AM-6:00PM,10:00AM-6:00PM,10:00AM-6:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:00AM - 5:00PM,12:00PM - 5:00PM,boul D'Anjou et boul St-Joseph,N,N,N,N,Y,N,Y,Centre Regional Chateauguay,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,45.359447,-73.724777
14112,http://maps.google.ca/maps/place?hl=en&cid=-7856467422019673855,Rogers,"40 rue Evangeline, Unit 850,",Granby,QC,J2G 8K1,CA,Les Galeries de Granby,(450) 375-4355,(450) 375-5798,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,9:30AM - 5:30PM,9:30AM - 5:30PM,9:30AM - 5:30PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:00AM - 5:00PM,10:00AM - 5:00PM,Rue Evangeline - Principle St,N,N,N,N,Y,N,Y,Les Galeries de Granby,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,45.417519,-72.7481
14115,http://maps.google.ca/maps/place?hl=en&cid=-8642100223157171704,Rogers,"3035 boul Le Carrefour, Unit A024,",Laval,QC,H7T 1C8,CA,Carrefour Laval,(450) 686-7566,(450) 687-5396,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:00AM - 5:00PM,10:00AM - 5:00PM,boul Le Carrefour et Boul Daniel-Johnson,N,N,N,N,Y,N,Y,Le Carrefour Laval,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,45.5695,-73.7523
14117,http://maps.google.ca/maps/place?hl=en&cid=5831706043793317499,Rogers,"4125 boul des Forges,",Trois Rivieres,QC,G8Y 1W1,CA,Les Rivieres,(819) 694-6812,(819) 694-6813,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,9:30AM - 5:30PM,9:30AM - 5:30PM,9:30AM - 5:30PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:00AM - 5:00PM,10:00AM - 5:00PM,boul des Forges et Rue Jacque-De Labadie,N,N,N,N,N,N,Y,Les Rivieres,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,46.356194,-72.58606
14118,http://maps.google.ca/maps/place?hl=en&cid=-598773754447400239,Rogers,"489 Albert St North, Kiosk 76A,",Regina,SK,S4R 3C4,CA,North Gate Mall,(306) 949-5395,(306) 949-5396,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,9:30AM - 6:00PM,9:30AM - 6:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 6:00PM,12:00PM - 5:00PM,Albert St - Ninth Ave N,N,N,N,N,N,N,Y,North Gate Mall,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,50.481419,-104.617844
15023,http://maps.google.ca/maps/place?hl=en&cid=-3446319981557060919,Rogers,"3151 Yonge Street,",Toronto,ON,M4N 2K9,CA,,(416) 482-8504,(416) 482-9368,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 6:00PM,11:00AM - 6:00PM,Yonge - Bedford Park,N,N,N,N,N,N,N,Wanless,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.72694,-79.402666
15029,http://maps.google.ca/maps/place?hl=en&cid=4403465162810344947,Rogers,"9200 Weston Road,",Woodbridge,ON,L4H 2P8,CA,,(905) 417-9325,(905) 417-9338,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 6:00PM,10:00AM - 5:00PM,Weston - Rutherford,N,N,N,N,Y,N,N,Weston,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.82616,-79.55624
15053,http://maps.google.ca/maps/place?hl=en&cid=-6692505979194260900,Rogers,"920 Southdown Road,",Mississauga,ON,L5J 2Y4,CA,,(905) 823-1209,(905) 823-5962,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 6:00PM,12:00PM - 5:00PM,Lakeshore - Southdown,N,N,N,N,N,N,N,Clarkson,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.508893,-79.627248
15093,http://maps.google.ca/maps/place?hl=en&cid=3058043118027450254,Rogers,"2485 King George Highway, Unit 155,",Miramichi,NB,E1V 6W2,CA,Bridgeview Plaza,(506) 773-5000,(506) 773-4348,,Y,Y,Y,Y,Y,N,Y,Y,Y,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 6:00PM,12:00PM - 5:00PM,King George Highway - Rennie,N,N,N,N,N,N,Y,Northumberland,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,47.030015,-65.491262
15230,http://maps.google.ca/maps/place?hl=en&cid=3440946724134298040,Rogers,"1380 Mountain Rd, Unit 40,",Moncton,NB,E1C 2T8,CA,NorthWest Plaza,(506) 860-7633,(506) 860-7687,,Y,Y,Y,Y,Y,N,Y,Y,Y,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 6:00PM,12:00PM - 5:00PM,Mountain Rd - Mapleton Rd,N,N,N,N,Y,N,N,Mountain,N,N,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,46.109704,-64.832883
15231,http://maps.google.ca/maps/place?hl=en&cid=-6605631031033130069,Rogers,"935 Marine Dr, Unit 49,",North Vancouver,BC,V7P 1S3,CA,Capilano Mall,(604) 983-9744,(604) 983-9032,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:30AM - 6:00PM,11:00AM - 6:00PM,Marine Dr - Fell Ave,N,N,N,N,Y,N,Y,Capilano Mall,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,49.322635,-123.098876
15259,http://maps.google.ca/maps/place?hl=en&cid=3282587803516146928,Rogers,"110 Place d'Orleans Dr, Unit 1430,",Ottawa,ON,K1C 2L9,CA,Place D'Orleans,(613) 590-2237,(613) 590-2239,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 7:00PM,11:00AM - 5:00PM,St Joseph Blvd - Champlain Ave,N,N,N,N,Y,N,Y,Place D'Orleans,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,45.479668,-75.516365
15264,http://maps.google.ca/maps/place?hl=en&cid=2328534290055647550,Rogers,"1105 Wellington Rd South, Unit 413,",London,ON,N6E 1V4,CA,White Oaks Mall,(519) 691-0494,(519) 691-0493,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,12:00PM - 5:00PM,Wellington Rd - Bradley Ave,N,N,N,N,Y,N,Y,White Oaks Mall,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,42.9331,-81.223
15279,http://maps.google.ca/maps/place?hl=en&cid=-8614326404014405492,Rogers,"1200 St Laurent Blvd, Unit 248,",Ottawa,ON,K1K 3B8,CA,St.Laurent Shopping Centre,(613) 746-8546,(613) 746-9636,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,11:00AM - 5:00PM,St Laurent Blvd - Ogilvie Rd,N,N,N,N,Y,N,Y,St Laurent Shopping Centre,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,45.423389,-75.637077
15320,http://maps.google.ca/maps/place?hl=en&cid=7674862328829520692,Rogers,"1632 14th Ave NW, Unit 1755,",Calgary,AB,T2N 1M7,CA,North Hill Mall,(403) 202-1801,(403) 202-1802,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:30AM - 6:00PM,11:00AM - 5:00PM,14th Ave NW - 14th St NW,N,N,N,N,Y,N,Y,North Hill Centre,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,51.064484,-114.097198
